########################
Run # 0
########################
p0: 113    Mating Event #: 0
p0: 57    Mating Event #: 125000
########################
Run # 1
########################
p0: 113    Mating Event #: 0
p0: 113    Mating Event #: 125000
########################
Run # 2
########################
p0: 113    Mating Event #: 0
p0: 21    Mating Event #: 125000
########################
Run # 3
########################
p0: 113    Mating Event #: 0
p0: 72    Mating Event #: 125000
########################
Run # 4
########################
p0: 113    Mating Event #: 0
p0: 113    Mating Event #: 125000
########################
Run # 5
########################
p0: 5    Mating Event #: 0
p0: 7    Mating Event #: 125000
########################
Run # 6
########################
p0: 113    Mating Event #: 0
p0: 111    Mating Event #: 125000
########################
Run # 7
########################
p0: 113    Mating Event #: 0
p0: 59    Mating Event #: 125000
########################
Run # 8
########################
p0: 113    Mating Event #: 0
p0: 113    Mating Event #: 125000
########################
Run # 9
########################
p0: 5    Mating Event #: 0
p0: 5    Mating Event #: 125000
########################
Run # 10
########################
p0: 113    Mating Event #: 0
p0: 113    Mating Event #: 125000
########################
Run # 11
########################
p0: 113    Mating Event #: 0
p0: 113    Mating Event #: 125000
########################
Run # 12
########################
p0: 113    Mating Event #: 0
p0: 113    Mating Event #: 125000
########################
Run # 13
########################
p0: 113    Mating Event #: 0
p0: 113    Mating Event #: 125000
########################
Run # 14
########################
p0: 113    Mating Event #: 0
p0: 113    Mating Event #: 125000
########################
Run # 15
########################
p0: 37    Mating Event #: 0
p0: 34    Mating Event #: 125000
########################
Run # 16
########################
p0: 113    Mating Event #: 0
p0: 113    Mating Event #: 125000
########################
Run # 17
########################
p0: 113    Mating Event #: 0
p0: 111    Mating Event #: 125000
########################
Run # 18
########################
p0: 113    Mating Event #: 0
p0: 113    Mating Event #: 125000
########################
Run # 19
########################
p0: 113    Mating Event #: 0
p0: 113    Mating Event #: 125000
########################
Run # 20
########################
p0: 113    Mating Event #: 0
p0: 62    Mating Event #: 125000
########################
Run # 21
########################
p0: 5    Mating Event #: 0
p0: 5    Mating Event #: 125000
########################
Run # 22
########################
p0: 37    Mating Event #: 0
p0: 38    Mating Event #: 125000
########################
Run # 23
########################
p0: 113    Mating Event #: 0
p0: 113    Mating Event #: 125000
########################
Run # 24
########################
p0: 113    Mating Event #: 0
p0: 113    Mating Event #: 125000
########################
Run # 25
########################
p0: 113    Mating Event #: 0
p0: 113    Mating Event #: 125000
########################
Run # 26
########################
p0: 113    Mating Event #: 0
p0: 61    Mating Event #: 125000
########################
Run # 27
########################
p0: 37    Mating Event #: 0
p0: 37    Mating Event #: 125000
########################
Run # 28
########################
p0: 113    Mating Event #: 0
p0: 53    Mating Event #: 125000
########################
Run # 29
########################
p0: 113    Mating Event #: 0
p0: 113    Mating Event #: 125000
