3; ./256ED ./ED256/ps2/ 1 0.00382 0.01564 0.02205 0.00214 0.02848 0.02672 0.41832 0.03961 0.44321
Graph Evolution Tool.
Initial Graph: Ring with m = 2
Fitness Function: Epidemic Length
Representation: THADS-N with Operation Densities
Densities: 0.00382 0.01564 0.02205 0.00214 0.02848 0.02672 0.41832 0.03961 0.44321 
Check readme.dat for more information about parameters/output.

Beginning Run 0 of 29
Run  RI  Mean      95% CI      SD        Best    
0    0   20.5422   0.215785    3.47974   38.4    
0    1   52.0564   0.472517    7.61981   85.4    
0    2   69.8286   0.566681    9.1383    107.2   
0    3   74.9716   0.650781    10.4945   107.2   
0    4   77.073    0.736321    11.8739   107.2   
0    5   78.7546   0.747741    12.0581   107.2   
0    6   79.4554   0.763629    12.3143   108.2   
0    7   79.9656   0.80905     13.0467   108.2   
0    8   80.5792   0.792048    12.7726   108.2   
0    9   80.9104   0.822378    13.2617   110.6   
0    10  80.7634   0.852804    13.7523   110.6   
0    11  81.5746   0.822361    13.2614   110.6   
0    12  81.3784   0.847173    13.6615   110.6   
0    13  81.1914   0.846898    13.6571   110.6   
0    14  81.3686   0.868757    14.0096   110.6   
0    15  81.9554   0.887953    14.3191   115     
0    16  82.0026   0.883641    14.2496   115     
0    17  82.1524   0.874343    14.0997   115     
0    18  82.7184   0.875812    14.1233   115     
0    19  82.5592   0.905004    14.5941   115     
0    20  82.7568   0.897965    14.4806   115     
0    21  82.6594   0.916901    14.7859   115     
0    22  82.4202   0.914104    14.7408   115     
0    23  83.3254   0.900431    14.5203   115     
0    24  83.266    0.919121    14.8217   116.2   
0    25  83.6448   0.904346    14.5835   116.2   
0    26  83.7058   0.912596    14.7165   116.2   
0    27  83.1216   0.916136    14.7736   116.2   
0    28  83.4222   0.931395    15.0197   116.2   
0    29  83.8874   0.922395    14.8745   116.2   
0    30  83.3458   0.925342    14.9221   116.2   
0    31  84.0764   0.919724    14.8315   116.2   
0    32  83.8812   0.929614    14.991    116.2   
0    33  83.4724   0.926068    14.9338   116.2   
0    34  83.5468   0.935741    15.0898   116.2   
0    35  84.2834   0.936628    15.1041   116.2   
0    36  84.7146   0.913673    14.7339   116.2   
0    37  83.966    0.953907    15.3827   116.2   
0    38  84.0042   0.966932    15.5928   116.2   
0    39  84.399    0.947833    15.2847   116.2   
0    40  83.7402   0.951423    15.3426   116.2   
0    41  84.603    0.933995    15.0616   116.2   
0    42  83.9112   0.96976     15.6384   116.2   
0    43  84.523    0.955281    15.4049   116.2   
0    44  84.9228   0.906539    14.6188   116.2   
0    45  84.2364   0.952549    15.3608   116.2   
0    46  84.9558   0.940084    15.1598   116.2   
0    47  84.8584   0.936023    15.0943   116.2   
0    48  84.8844   0.950668    15.3305   116.2   
0    49  84.5088   0.973911    15.7053   116.2   
0    50  84.3672   0.964977    15.5612   116.2   
0    51  84.626    0.972828    15.6878   116.2   
0    52  84.7344   0.920212    14.8393   116.2   
0    53  84.3702   0.955006    15.4004   116.2   
0    54  84.6526   0.954692    15.3954   116.2   
0    55  84.6908   0.946195    15.2583   116.2   
0    56  84.678    0.946007    15.2553   116.2   
0    57  85.2776   0.938564    15.1353   116.2   
0    58  84.9546   0.941088    15.176    116.2   
0    59  84.991    0.940373    15.1645   116.2   
0    60  84.701    0.947614    15.2812   116.2   
0    61  84.4476   0.96156     15.5061   116.2   
0    62  84.6844   0.951089    15.3373   116.2   
0    63  84.8086   0.964033    15.546    116.2   
0    64  85.4228   0.938525    15.1346   116.2   
0    65  85.1628   0.943281    15.2113   116.2   
0    66  85.4754   0.942225    15.1943   116.2   
0    67  85.5952   0.94113     15.1767   116.2   
0    68  85.4386   0.954224    15.3878   116.2   
0    69  85.0862   0.973505    15.6987   116.2   
0    70  85.7702   0.931023    15.0137   116.2   
0    71  85.2568   0.986037    15.9008   120.2   
0    72  85.447    0.966126    15.5798   120.2   
0    73  85.4884   0.951881    15.35     120.2   
0    74  85.1278   0.962336    15.5186   121     
0    75  84.9612   0.968141    15.6122   121     
0    76  85.2106   0.954019    15.3845   121     
0    77  85.8684   0.954785    15.3969   121     
0    78  85.4202   0.969626    15.6362   121     
0    79  85.04     0.972541    15.6832   121     
0    80  85.5646   0.932428    15.0363   121     
0    81  85.7132   0.965999    15.5777   121     
0    82  85.9746   0.937992    15.1261   121     
0    83  85.976    0.95896     15.4642   121     
0    84  85.8764   0.971679    15.6693   121     
0    85  85.9494   0.971808    15.6714   121     
0    86  85.153    0.994499    16.0373   121     
0    87  85.5716   0.973828    15.7039   121     
0    88  84.8592   0.996796    16.0743   121     
0    89  85.9414   0.961812    15.5102   121     
0    90  85.4422   0.984141    15.8703   121     
0    91  85.3784   0.985409    15.8907   121     
0    92  85.614    0.975933    15.7379   121     
0    93  85.834    0.966416    15.5844   121     
0    94  85.4834   0.991083    15.9822   121     
0    95  86.3588   0.960062    15.482    121     
0    96  85.4456   0.976954    15.7544   121     
0    97  84.687    1.01908     16.4337   121     
0    98  85.4622   0.975755    15.735    121     
0    99  85.6248   0.967913    15.6086   121     
0    100 85.7524   0.968686    15.621    121     
Done run 0 of 29

Beginning Run 1 of 29
Run  RI  Mean      95% CI      SD        Best    
1    0   20.5568   0.207718    3.34966   36.4    
1    1   49.7666   0.496829    8.01187   91.6    
1    2   70.3818   0.576131    9.29069   97.4    
1    3   75.1974   0.638254    10.2925   102.6   
1    4   77.3052   0.673666    10.8635   102.6   
1    5   77.9918   0.741579    11.9587   102.6   
1    6   78.4278   0.763063    12.3052   110.2   
1    7   78.7576   0.784968    12.6584   110.2   
1    8   79.7686   0.790003    12.7396   110.2   
1    9   80.3202   0.788389    12.7136   110.2   
1    10  80.1686   0.822926    13.2705   110.2   
1    11  79.9506   0.852457    13.7467   110.2   
1    12  80.4302   0.847985    13.6746   110.6   
1    13  80.9608   0.834051    13.4499   110.6   
1    14  81.316    0.832375    13.4229   110.6   
1    15  81.3846   0.851274    13.7276   111.2   
1    16  81.8342   0.848101    13.6765   111.2   
1    17  81.9692   0.844106    13.6121   111.2   
1    18  80.9132   0.873899    14.0925   111.2   
1    19  81.9444   0.877254    14.1466   114.6   
1    20  81.6406   0.889472    14.3436   114.6   
1    21  81.9238   0.891644    14.3787   114.6   
1    22  82.3532   0.870525    14.0381   114.6   
1    23  82.5768   0.866614    13.975    114.6   
1    24  83.1878   0.889294    14.3408   114.6   
1    25  82.7848   0.90093     14.5284   114.6   
1    26  83.0644   0.8949      14.4312   114.6   
1    27  83.1344   0.908343    14.6479   114.6   
1    28  82.7436   0.903795    14.5746   114.6   
1    29  83.1824   0.920466    14.8434   114.6   
1    30  83.414    0.896514    14.4572   114.6   
1    31  83.223    0.919965    14.8354   114.6   
1    32  83.055    0.921993    14.8681   114.6   
1    33  83.67     0.92277     14.8806   114.6   
1    34  84.2696   0.90668     14.6211   114.6   
1    35  84.028    0.922263    14.8724   114.6   
1    36  83.7486   0.917107    14.7893   114.6   
1    37  83.8786   0.926994    14.9487   116.6   
1    38  84.1092   0.900384    14.5196   116.6   
1    39  83.9212   0.932761    15.0417   116.6   
1    40  83.9268   0.911529    14.6993   116.6   
1    41  83.5228   0.936642    15.1043   116.6   
1    42  84.141    0.918232    14.8074   116.6   
1    43  84.0234   0.951724    15.3475   116.6   
1    44  83.9394   0.94691     15.2699   116.6   
1    45  84.4062   0.940275    15.1629   116.6   
1    46  83.5448   0.967642    15.6042   116.6   
1    47  84.7254   0.944423    15.2298   116.6   
1    48  84.494    0.946762    15.2675   116.6   
1    49  84.4792   0.942301    15.1955   116.6   
1    50  84.6512   0.941356    15.1803   116.6   
1    51  83.9768   0.950732    15.3315   116.6   
1    52  84.3162   0.931169    15.016    116.6   
1    53  83.561    0.965605    15.5714   117.8   
1    54  84.3526   0.934447    15.0689   117.8   
1    55  84.383    0.941132    15.1767   117.8   
1    56  84.102    0.965087    15.563    117.8   
1    57  84.0092   0.96843     15.6169   117.8   
1    58  84.266    0.97692     15.7538   117.8   
1    59  84.6758   0.964381    15.5516   117.8   
1    60  84.702    0.965858    15.5754   117.8   
1    61  84.7476   0.967534    15.6025   117.8   
1    62  84.6458   0.962597    15.5228   117.8   
1    63  84.4804   0.959132    15.467    117.8   
1    64  84.8614   0.945886    15.2534   117.8   
1    65  84.4904   0.974717    15.7183   117.8   
1    66  84.6562   0.964414    15.5521   117.8   
1    67  84.5238   0.971656    15.6689   117.8   
1    68  84.935    0.965721    15.5732   117.8   
1    69  84.6438   0.967709    15.6053   117.8   
1    70  84.805    0.964037    15.5461   117.8   
1    71  85.251    0.972459    15.6819   117.8   
1    72  85.265    0.942022    15.191    117.8   
1    73  85.0428   0.968221    15.6135   117.8   
1    74  84.9062   0.958807    15.4617   117.8   
1    75  84.713    0.985053    15.885    117.8   
1    76  85.0318   0.971611    15.6682   117.8   
1    77  84.4536   1.00318     16.1773   117.8   
1    78  85.0662   0.96195     15.5124   117.8   
1    79  84.6274   1.0003      16.1308   117.8   
1    80  85.2876   0.959161    15.4674   117.8   
1    81  85.307    0.963643    15.5397   117.8   
1    82  85.0658   0.965461    15.569    117.8   
1    83  85.6072   0.96641     15.5843   117.8   
1    84  85.5092   0.973882    15.7048   117.8   
1    85  85.9732   0.969069    15.6272   117.8   
1    86  85.5762   0.998237    16.0976   117.8   
1    87  85.1548   0.991815    15.994    117.8   
1    88  85.3098   0.99348     16.0209   117.8   
1    89  85.0252   1.0056      16.2162   117.8   
1    90  85.4192   0.971803    15.6713   117.8   
1    91  85.5024   0.983257    15.856    117.8   
1    92  85.592    0.974176    15.7096   117.8   
1    93  85.5354   0.980684    15.8145   117.8   
1    94  85.5332   0.994249    16.0333   117.8   
1    95  85.5138   0.996429    16.0684   117.8   
1    96  85.2444   0.976593    15.7485   117.8   
1    97  85.5638   0.96347     15.5369   117.8   
1    98  85.701    0.976291    15.7437   117.8   
1    99  86.209    0.978391    15.7775   117.8   
1    100 85.8056   1.01592     16.3827   117.8   
Done run 1 of 29

Beginning Run 2 of 29
Run  RI  Mean      95% CI      SD        Best    
2    0   20.4434   0.20206     3.25842   40.6    
2    1   48.025    0.493778    7.96266   79.2    
2    2   71.3862   0.596651    9.62159   96.4    
2    3   75.9896   0.68716     11.0811   103.8   
2    4   77.624    0.748983    12.0781   107.4   
2    5   78.5236   0.770732    12.4288   107.4   
2    6   79.951    0.768118    12.3867   107.4   
2    7   80.6996   0.771681    12.4441   107.4   
2    8   80.5224   0.808439    13.0369   107.4   
2    9   81.1862   0.821884    13.2537   109.6   
2    10  81.9188   0.829454    13.3758   109.6   
2    11  81.5642   0.852905    13.7539   109.6   
2    12  81.8922   0.857697    13.8312   109.6   
2    13  82.247    0.853519    13.7638   109.6   
2    14  82.7368   0.852567    13.7485   109.6   
2    15  82.227    0.892362    14.3902   110.2   
2    16  82.9856   0.86003     13.8688   110.2   
2    17  82.7946   0.870521    14.038    113.2   
2    18  82.3186   0.910573    14.6839   113.2   
2    19  82.939    0.874359    14.0999   113.2   
2    20  83.2336   0.901621    14.5395   114.4   
2    21  83.076    0.905696    14.6053   114.4   
2    22  83.2438   0.914744    14.7512   114.4   
2    23  83.2098   0.911708    14.7022   114.4   
2    24  83.3326   0.916403    14.7779   114.4   
2    25  83.9198   0.899914    14.512    114.4   
