4; ./256ED ./ED256/ps6/ 1 0.01221 0.01963 0.38384 0.09418 0.00695 0.00673 0.03030 0.01730 0.42884
Graph Evolution Tool.
Initial Graph: Ring with m = 2
Fitness Function: Epidemic Length
Representation: THADS-N with Operation Densities
Densities: 0.01221 0.01963 0.38384 0.09418 0.00695 0.00673 0.0303 0.0173 0.42884 
Check readme.dat for more information about parameters/output.

Beginning Run 0 of 29
Run  RI  Mean      95% CI      SD        Best    
0    0   8.8816    0.0347078   0.559698  11.8    
0    1   11.4958   0.0416681   0.671939  14.4    
0    2   13.5256   0.0460686   0.742903  16      
0    3   15.457    0.0579731   0.934875  18.4    
0    4   17.222    0.070342    1.13434   21.6    
0    5   19.128    0.0830478   1.33923   25      
0    6   21.4586   0.0951956   1.53512   25.6    
0    7   22.6654   0.104264    1.68136   27.4    
0    8   23.066    0.111405    1.79652   27.4    
0    9   23.3564   0.109244    1.76166   27.4    
0    10  23.5584   0.120281    1.93966   29.2    
0    11  23.921    0.120965    1.95068   29.2    
0    12  24.09     0.127019    2.04831   29.6    
0    13  24.4898   0.129719    2.09185   29.6    
0    14  24.9068   0.135535    2.18563   30      
0    15  25.2464   0.142902    2.30443   31.2    
0    16  25.7346   0.145973    2.35396   31.6    
0    17  26.255    0.145032    2.33878   33.4    
0    18  26.7338   0.147996    2.38659   34      
0    19  27.0388   0.149161    2.40536   34      
0    20  27.3306   0.164554    2.65361   34      
0    21  27.7284   0.158484    2.55571   34      
0    22  28.1194   0.163086    2.62992   34.4    
0    23  28.509    0.160799    2.59305   34.4    
0    24  28.7574   0.174871    2.81997   36.6    
0    25  28.9862   0.167609    2.70286   36.6    
0    26  29.3464   0.164529    2.6532    36.6    
0    27  29.4662   0.171519    2.76592   36.6    
0    28  29.6078   0.170249    2.74544   36.6    
0    29  29.714    0.178773    2.8829    36.6    
0    30  29.862    0.17877     2.88285   36.6    
0    31  30.0848   0.181697    2.93004   36.6    
0    32  30.2132   0.176896    2.85263   36.6    
0    33  30.404    0.17715     2.85672   36.6    
0    34  30.5722   0.180984    2.91855   36.8    
0    35  30.6738   0.190723    3.0756    36.8    
0    36  30.836    0.186233    3.0032    36.8    
0    37  31.104    0.193428    3.11922   37.8    
0    38  31.3414   0.202205    3.26076   37.8    
0    39  31.7768   0.193154    3.11481   38.6    
0    40  31.9732   0.203088    3.275     38.6    
0    41  32.5322   0.201384    3.24752   41      
0    42  33.0778   0.201525    3.24979   41      
0    43  33.2616   0.207536    3.34673   41      
0    44  33.463    0.222961    3.59547   41      
0    45  33.7074   0.217397    3.50575   41.2    
0    46  33.9894   0.220974    3.56343   42      
0    47  34.1484   0.221009    3.56398   42      
0    48  34.5136   0.220578    3.55704   42      
0    49  34.5532   0.218083    3.51681   42      
0    50  34.5948   0.230072    3.71014   42      
0    51  34.7128   0.234904    3.78806   42      
0    52  34.8816   0.233002    3.75739   42.8    
0    53  35.0304   0.235571    3.79882   43.2    
0    54  35.1098   0.238053    3.83884   44      
0    55  35.0996   0.253197    4.08306   44.2    
0    56  35.3128   0.237786    3.83454   44.2    
0    57  35.489    0.239349    3.85974   44.2    
0    58  35.6562   0.238108    3.83973   44.2    
0    59  35.5846   0.248943    4.01445   44.2    
0    60  35.6796   0.250174    4.0343    44.2    
0    61  35.8638   0.242622    3.91253   44.2    
0    62  35.9868   0.256019    4.12856   44.4    
0    63  36.2142   0.252235    4.06754   44.4    
0    64  36.3538   0.252827    4.0771    44.4    
0    65  36.3864   0.265433    4.28037   44.8    
0    66  36.619    0.268671    4.33258   45.4    
0    67  36.9252   0.270994    4.37005   46.2    
0    68  37.0672   0.273264    4.40665   46.2    
0    69  37.145    0.281482    4.53918   46.2    
0    70  37.3482   0.280982    4.53111   46.2    
0    71  37.599    0.287789    4.64088   46.2    
0    72  37.8016   0.281328    4.5367    46.2    
0    73  37.8398   0.281773    4.54387   46.8    
0    74  38.081    0.280752    4.52741   46.8    
0    75  38.0008   0.294012    4.74124   47.2    
0    76  37.9406   0.307243    4.9546    47.2    
0    77  38.2558   0.301461    4.86136   48.2    
0    78  38.636    0.300434    4.84481   48.2    
0    79  38.5782   0.310707    5.01046   49.2    
0    80  38.628    0.302032    4.87057   49.2    
0    81  38.6892   0.303993    4.90219   49.2    
0    82  38.577    0.310914    5.0138    49.2    
0    83  38.7872   0.304888    4.91662   49.2    
0    84  38.8842   0.312781    5.04391   49.2    
0    85  38.8606   0.320441    5.16743   49.2    
0    86  39.1912   0.313848    5.06111   49.2    
0    87  39.0082   0.328146    5.29169   49.2    
0    88  39.5002   0.301218    4.85745   49.2    
0    89  39.3862   0.313652    5.05795   49.2    
0    90  39.3244   0.321803    5.18939   49.2    
0    91  39.2834   0.334388    5.39235   49.4    
0    92  39.335    0.333313    5.375     50.2    
0    93  39.5252   0.330669    5.33236   50.2    
0    94  39.5204   0.33405     5.38689   50.2    
0    95  39.7064   0.328668    5.3001    50.2    
0    96  39.6692   0.333802    5.38289   50.2    
0    97  39.6452   0.32325     5.21273   50.2    
0    98  39.4764   0.339057    5.46763   52      
0    99  39.5784   0.333624    5.38002   52      
0    100 40.032    0.319882    5.15841   52      
Done run 0 of 29

Beginning Run 1 of 29
Run  RI  Mean      95% CI      SD        Best    
1    0   8.867     0.0325281   0.524548  11      
1    1   11.4072   0.0420304   0.677782  13.8    
1    2   13.9708   0.0446599   0.720186  16.6    
1    3   15.6864   0.057672    0.930019  18.6    
1    4   17.8316   0.0738923   1.19159   21.4    
1    5   19.1116   0.080774    1.30256   22.6    
1    6   20.0544   0.0860761   1.38806   23      
1    7   21.2614   0.0929619   1.4991    25      
1    8   22.493    0.0927465   1.49563   26      
1    9   23.447    0.113962    1.83776   27.4    
1    10  24.1696   0.115273    1.85889   29      
1    11  24.8188   0.110324    1.77909   29.8    
1    12  25.1858   0.128656    2.0747    29.8    
1    13  25.78     0.114925    1.85328   29.8    
1    14  25.9768   0.139464    2.249     29.8    
1    15  26.307    0.121763    1.96356   30.8    
1    16  26.4346   0.136029    2.1936    31.2    
1    17  26.546    0.137645    2.21967   31.2    
1    18  26.7132   0.146414    2.36106   31.2    
1    19  26.9112   0.140492    2.26558   31.2    
1    20  26.931    0.147712    2.382     31.2    
1    21  27.1266   0.147494    2.37849   31.4    
1    22  27.413    0.140248    2.26163   32      
1    23  27.4384   0.16295     2.62774   33.4    
1    24  27.623    0.156315    2.52073   33.4    
1    25  27.6844   0.158747    2.55995   33.4    
1    26  28.0918   0.14164     2.28409   33.4    
1    27  28.3736   0.157624    2.54185   34.4    
1    28  28.571    0.15229     2.45583   34.4    
1    29  28.6884   0.166501    2.685     34.4    
1    30  28.9114   0.162507    2.62059   34.4    
1    31  28.9836   0.173011    2.78998   35      
1    32  29.2376   0.160334    2.58555   35      
1    33  29.351    0.154043    2.4841    35      
1    34  29.3744   0.171617    2.76749   35.2    
1    35  29.483    0.166722    2.68856   35.2    
1    36  29.7482   0.165633    2.671     35.2    
1    37  29.8274   0.16781     2.7061    35.6    
1    38  29.868    0.17658     2.84753   35.6    
1    39  30.0302   0.185313    2.98835   36      
1    40  30.2254   0.17891     2.8851    36.2    
1    41  30.407    0.179312    2.89159   36.2    
1    42  30.4056   0.180648    2.91314   36.2    
1    43  30.5616   0.185599    2.99297   36.2    
1    44  30.4704   0.197175    3.17965   37      
1    45  30.6688   0.185936    2.99841   38.4    
1    46  30.6722   0.193012    3.11251   38.4    
1    47  30.639    0.198381    3.19909   38.4    
1    48  30.9012   0.191692    3.09123   38.4    
1    49  30.8964   0.196056    3.16159   38.4    
1    50  31.0038   0.190742    3.07591   38.4    
1    51  30.9906   0.201271    3.2457    38.4    
1    52  30.9434   0.204478    3.29741   38.4    
1    53  31.1982   0.18359     2.96057   38.4    
1    54  31.057    0.202347    3.26304   38.4    
1    55  31.0792   0.202627    3.26757   38.4    
1    56  31.2384   0.194325    3.13368   38.4    
1    57  31.14     0.207314    3.34315   38.4    
1    58  31.3838   0.197389    3.1831    38.4    
1    59  31.4134   0.199779    3.22164   38.4    
1    60  31.4686   0.199049    3.20987   39.2    
1    61  31.4812   0.200309    3.23018   39.2    
1    62  31.527    0.215781    3.47968   39.2    
1    63  31.809    0.203894    3.288     39.2    
1    64  31.9336   0.213663    3.44553   40.2    
1    65  32.2982   0.204653    3.30023   40.2    
1    66  32.653    0.202579    3.2668    40.2    
1    67  32.965    0.21459     3.46048   41.8    
1    68  33.3558   0.219929    3.54657   41.8    
1    69  33.7012   0.219516    3.53991   41.8    
1    70  33.912    0.219755    3.54376   41.8    
1    71  34.2714   0.216577    3.49253   41.8    
1    72  34.1906   0.234633    3.7837    41.8    
1    73  34.4188   0.228416    3.68343   43.2    
1    74  34.5066   0.236018    3.80602   43.2    
1    75  34.687    0.231317    3.73022   43.2    
1    76  34.6062   0.24007     3.87136   43.2    
1    77  34.893    0.228273    3.68113   43.2    
1    78  34.9046   0.234489    3.78136   43.2    
1    79  35.0162   0.239076    3.85535   43.2    
1    80  34.9972   0.241831    3.89977   43.2    
1    81  35.1534   0.233237    3.76118   43.2    
1    82  35.04     0.236581    3.81511   43.2    
1    83  35.162    0.232335    3.74664   43.2    
1    84  35.0282   0.246801    3.97991   43.2    
1    85  35.2306   0.2435      3.92668   43.2    
1    86  35.383    0.242761    3.91477   43.2    
