7; ./512ED ./ED512/ps2/ 1 0.00382 0.01564 0.02205 0.00214 0.02848 0.02672 0.41832 0.03961 0.44321
Graph Evolution Tool.
Initial Graph: Ring with m = 2
Fitness Function: Epidemic Length
Representation: THADS-N with Operation Densities
Densities: 0.00382 0.01564 0.02205 0.00214 0.02848 0.02672 0.41832 0.03961 0.44321 
Check readme.dat for more information about parameters/output.

Beginning Run 0 of 29
Run  RI  Mean      95% CI      SD        Best    
0    0   24.5066   0.20556     3.31486   39.6    
0    1   50.9722   0.426371    6.87565   76      
0    2   87.2874   0.749631    12.0886   131     
0    3   122.833   1.10969     17.8948   177.4   
0    4   139.54    1.40446     22.6483   199.6   
0    5   148.054   1.46787     23.6708   205     
0    6   151.319   1.58769     25.6031   205     
0    7   152.842   1.70841     27.5498   205.6   
0    8   154.228   1.73965     28.0536   222.6   
0    9   154.221   1.86649     30.0991   222.6   
0    10  155.763   1.85147     29.8568   222.6   
0    11  155.818   1.89073     30.4899   222.6   
0    12  156.67    1.84595     29.7677   222.6   
0    13  156.609   1.90578     30.7326   222.6   
0    14  157.966   1.85352     29.8899   222.6   
0    15  157.329   1.90705     30.7531   222.6   
0    16  157.633   1.91715     30.916    222.6   
0    17  156.732   1.97136     31.7901   222.6   
0    18  158.332   1.95606     31.5434   222.6   
0    19  157.965   1.99011     32.0926   222.6   
0    20  159.671   1.91955     30.9547   222.6   
0    21  158.207   1.99598     32.1871   222.6   
0    22  158.791   1.99219     32.1261   222.6   
0    23  160.057   1.98641     32.0329   222.6   
0    24  159.667   2.01054     32.4219   222.6   
0    25  159.726   1.99322     32.1426   222.6   
0    26  158.766   1.99863     32.2299   222.6   
0    27  160.214   1.92179     30.9908   226.8   
0    28  159.785   2.01531     32.499    226.8   
0    29  160.932   1.98546     32.0175   226.8   
0    30  160.095   2.04009     32.8984   226.8   
0    31  160.821   2.00181     32.2812   226.8   
0    32  160.568   1.99348     32.1468   226.8   
0    33  159.614   2.0468      33.0066   226.8   
