4.78518 4.60574 4.52831 4.50748 4.49456 4.42287 4.38495 4.35663 4.28885 4.26953 4.25435 4.21922 4.16515 4.16254 4.14983 4.11719 4.10817 4.10118 4.07281 4.05532 4.03866 4.03579 4.03426 4.01604 4.00667 3.99911 3.99269 3.99176 3.97308 3.96311 3.95787 3.94993 3.93301 3.91194 3.89969 3.89266 3.88553 3.8688 3.84883 3.83844 3.82012 3.81801 3.81273 3.80221 3.79152 3.78952 3.7879 3.76525 3.75349 3.74667 3.74492 3.74388 3.73961 3.7355 3.73467 3.71674 3.71125 3.69902 3.69609 3.69117 3.69012 3.68656 3.68471 3.68455 3.68445 3.68342 3.67315 3.67241 3.67117 3.66606 3.66102 3.65977 3.65785 3.65718 3.65235 3.65225 3.64741 3.64071 3.63924 3.63538 3.62502 3.6218 3.61758 3.61705 3.61366 3.60903 3.60806 3.59559 3.58687 3.58632 3.58554 3.58509 3.5838 3.57771 3.57648 3.57362 3.57071 3.5694 3.5638 3.56358 3.55824 3.55782 3.55543 3.55449 3.55261 3.55063 3.55043 3.54809 3.53946 3.53844 3.53409 3.52316 3.52301 3.51864 3.51478 3.50925 3.5085 3.50402 3.49994 3.49881 3.49375 3.49228 3.49078 3.48263 3.46962 3.46876 3.46081 3.45726 3.45276 3.4467 3.44446 3.44244 3.44212 3.43536 3.42875 3.42652 3.4147 3.41285 3.40622 3.40427 3.40197 3.39945 3.39868 3.39327 3.39254 3.38565 3.3748 3.37394 3.37367 3.36747 3.36553 3.36526 3.3608 3.35501 3.35455 3.35453 3.3498 3.34799 3.34533 3.33803 3.33422 3.33223 3.33095 3.32887 3.32527 3.32413 3.31458 3.3145 3.31391 3.31318 3.31308 3.31207 3.31044 3.30842 3.30211 3.29522 3.29292 3.29265 3.29071 3.28548 3.28506 3.28403 3.28314 3.28129 3.27584 3.26976 3.26711 3.26261 3.25981 3.25903 3.25212 3.24891 3.24801 3.24671 3.24128 3.23899 3.23379 3.23126 3.22566 3.22014 3.21888 3.21776 3.2117 3.20983 3.20339 3.19764 3.18794 3.18523 3.18385 3.18023 3.17894 3.17628 3.17473 3.17127 3.16027 3.15971 3.15164 3.14046 3.13741 3.13706 3.13696 3.13435 3.13293 3.13003 3.12916 3.12852 3.1275 3.12546 3.11362 3.10134 3.09891 3.09518 3.09286 3.0918 3.09158 3.09124 3.08627 3.08323 3.08302 3.07926 3.07412 3.06593 3.06277 3.05101 3.04595 3.04568 3.02496 3.01587 3.01559 3.01021 2.97393 2.96161 2.94595 2.92742 2.89982 2.85431
4.69666 4.55059 4.52755 4.26968 4.2525 4.23058 4.21839 4.19738 4.17363 4.1139 4.10003 4.09375 4.07166 4.05611 4.04382 4.04244 4.03745 4.03095 4.02883 3.98613 3.97507 3.95135 3.94095 3.93265 3.92683 3.91528 3.91216 3.89314 3.89053 3.88511 3.88106 3.87411 3.8702 3.86919 3.86406 3.86338 3.85583 3.85418 3.84705 3.84158 3.83872 3.83729 3.82648 3.8191 3.80456 3.80324 3.78626 3.77896 3.7717 3.75994 3.75992 3.75934 3.75281 3.74863 3.74759 3.74011 3.73918 3.72591 3.70955 3.70732 3.69965 3.69481 3.69318 3.69056 3.68911 3.68587 3.68333 3.67978 3.67846 3.67637 3.67348 3.66731 3.66586 3.65768 3.65294 3.6447 3.64145 3.63534 3.62926 3.62755 3.62622 3.62444 3.62251 3.62087 3.61609 3.61469 3.61457 3.61109 3.6088 3.60691 3.60584 3.60022 3.59731 3.58998 3.58821 3.58703 3.58461 3.5735 3.57254 3.56859 3.5679 3.56716 3.56589 3.56511 3.56368 3.56337 3.56288 3.55983 3.55293 3.55192 3.55018 3.54995 3.54971 3.54088 3.53939 3.53925 3.53583 3.53033 3.52905 3.52632 3.5166 3.51492 3.5137 3.51085 3.5049 3.50227 3.50118 3.49842 3.49742 3.49489 3.49427 3.48981 3.48916 3.48498 3.48467 3.48007 3.47877 3.47829 3.47673 3.46937 3.46534 3.46478 3.46226 3.46057 3.4586 3.45414 3.45223 3.44686 3.43523 3.43432 3.43406 3.42939 3.42867 3.42687 3.4232 3.42181 3.42074 3.41884 3.41881 3.41304 3.40789 3.40472 3.40123 3.40119 3.39691 3.39669 3.39552 3.39489 3.38989 3.38925 3.38577 3.37857 3.37809 3.37729 3.37494 3.37436 3.37427 3.37312 3.37169 3.36973 3.3695 3.36758 3.36637 3.36589 3.3636 3.35801 3.3532 3.35292 3.35025 3.34033 3.33984 3.33882 3.33091 3.32508 3.32358 3.32292 3.32281 3.31893 3.3181 3.31723 3.3093 3.30763 3.30301 3.30247 3.30065 3.29616 3.29348 3.29198 3.28734 3.28685 3.28574 3.28334 3.28246 3.27909 3.27381 3.26847 3.26839 3.25907 3.25694 3.25594 3.25375 3.25367 3.25047 3.2402 3.23274 3.23061 3.22401 3.20957 3.20519 3.20363 3.19299 3.19191 3.17775 3.16039 3.15909 3.15441 3.14553 3.12506 3.11933 3.11639 3.11242 3.10624 3.09878 3.097 3.09678 3.0942 3.09137 3.08947 3.05696 3.05553 3.0431 3.0364 3.01234 2.97121 2.93675 2.92386
4.66372 4.57575 4.56212 4.45735 4.43408 4.35437 4.32229 4.31919 4.30691 4.26337 4.24305 4.22592 4.1724 4.11958 4.11555 4.11525 4.11151 4.09451 4.08382 4.05908 4.05743 4.03114 4.02299 4.01704 4.01599 4.00051 3.99887 3.9849 3.94898 3.94328 3.92965 3.92169 3.91469 3.91159 3.9049 3.89496 3.89014 3.88542 3.87381 3.87379 3.87011 3.85191 3.84695 3.83702 3.83013 3.81324 3.79974 3.7885 3.78521 3.78404 3.76253 3.75432 3.75169 3.75033 3.74608 3.7454 3.73974 3.73967 3.73397 3.73082 3.72774 3.7255 3.72543 3.72317 3.72281 3.72069 3.70701 3.69206 3.69152 3.6894 3.68645 3.679 3.67762 3.67113 3.66681 3.6628 3.65887 3.65407 3.65186 3.64169 3.63256 3.6282 3.62618 3.62545 3.62061 3.61695 3.61659 3.6159 3.61332 3.61291 3.60531 3.59645 3.5954 3.59364 3.5934 3.59191 3.5919 3.58699 3.58409 3.58171 3.5812 3.58084 3.57808 3.57765 3.57643 3.57578 3.57539 3.5746 3.57452 3.57068 3.56625 3.56461 3.56324 3.55921 3.5559 3.55374 3.55365 3.54394 3.54092 3.54069 3.53976 3.53933 3.53542 3.53524 3.53455 3.53278 3.53169 3.52647 3.52496 3.5208 3.51939 3.51782 3.5159 3.51587 3.51289 3.51262 3.50672 3.50634 3.50132 3.4922 3.49028 3.48439 3.47939 3.4789 3.47135 3.46972 3.46918 3.46867 3.45549 3.45161 3.45154 3.44744 3.44537 3.44244 3.4417 3.43461 3.42578 3.42528 3.42138 3.41367 3.4057 3.40495 3.40417 3.40305 3.40218 3.39742 3.39135 3.38929 3.3877 3.38535 3.38382 3.36738 3.36699 3.36411 3.36185 3.36009 3.35362 3.35352 3.35184 3.34347 3.34318 3.33682 3.33432 3.33063 3.32381 3.32114 3.32067 3.31669 3.31336 3.30993 3.30765 3.30305 3.30224 3.29798 3.29433 3.29256 3.28094 3.28049 3.27922 3.27767 3.27433 3.2674 3.26613 3.26584 3.26206 3.26151 3.25987 3.25954 3.25921 3.25455 3.24738 3.24255 3.2415 3.23921 3.23864 3.23753 3.23582 3.23191 3.23031 3.22339 3.22009 3.21815 3.20692 3.20476 3.20439 3.1948 3.18982 3.18637 3.18604 3.18329 3.18298 3.16765 3.16183 3.16074 3.15553 3.14159 3.1243 3.10536 3.10534 3.10521 3.09749 3.09185 3.07257 3.06942 3.06939 3.06694 3.06485 3.06222 3.05843 3.02474 3.00035 2.99822 2.94403 2.93918 2.89686 2.87598
4.86839 4.5772 4.56121 4.55878 4.53855 4.47742 4.38817 4.38023 4.36066 4.35269 4.3159 4.30544 4.29673 4.23526 4.23216 4.21972 4.21954 4.21828 4.15468 4.15416 4.15244 4.14261 4.14124 4.11997 4.10157 4.09044 4.0809 4.07944 4.05686 4.05136 4.04543 4.0254 4.0138 4.01108 3.99999 3.99915 3.99811 3.98915 3.98844 3.98787 3.98724 3.95719 3.95189 3.94808 3.94792 3.9459 3.94497 3.94156 3.93373 3.91379 3.91118 3.90712 3.8989 3.89112 3.88553 3.88228 3.88221 3.86721 3.86231 3.85835 3.85313 3.85168 3.84962 3.84898 3.84596 3.83388 3.81899 3.81481 3.81141 3.80798 3.77498 3.77062 3.76881 3.76699 3.76268 3.74571 3.74146 3.7368 3.73364 3.73257 3.7304 3.72994 3.72953 3.72853 3.72584 3.7255 3.72001 3.71624 3.71617 3.71592 3.71567 3.6999 3.69527 3.68847 3.68234 3.68188 3.67365 3.67254 3.66952 3.66659 3.66124 3.66037 3.65945 3.65518 3.65151 3.64698 3.64671 3.64497 3.64419 3.64368 3.64033 3.61855 3.61847 3.60824 3.60762 3.60055 3.59613 3.59293 3.59173 3.585 3.58329 3.58328 3.58299 3.58055 3.5802 3.57995 3.57901 3.57131 3.5619 3.56182 3.55944 3.54771 3.54556 3.54319 3.53546 3.53348 3.52926 3.5233 3.52022 3.51941 3.51781 3.5157 3.50573 3.50065 3.50044 3.4936 3.48719 3.48456 3.48255 3.48173 3.48097 3.4773 3.47318 3.46967 3.46736 3.46307 3.46291 3.46099 3.45708 3.45525 3.45337 3.44937 3.44744 3.4473 3.44129 3.43764 3.41971 3.41489 3.4101 3.40884 3.4086 3.40755 3.40461 3.40367 3.39657 3.38807 3.38513 3.3804 3.37968 3.37865 3.37612 3.37545 3.37495 3.37358 3.36715 3.3667 3.36314 3.35335 3.34569 3.34342 3.34077 3.33934 3.33892 3.33438 3.33301 3.3306 3.33054 3.33005 3.32277 3.31623 3.31519 3.30948 3.30882 3.30841 3.30307 3.30301 3.29881 3.29409 3.28784 3.28593 3.28416 3.27657 3.27638 3.2748 3.27355 3.26526 3.2579 3.2568 3.25615 3.25613 3.25482 3.25165 3.25131 3.24742 3.23409 3.2305 3.22821 3.22616 3.2091 3.20895 3.20858 3.19868 3.19781 3.19225 3.19053 3.18701 3.16276 3.1625 3.15188 3.1445 3.14288 3.14202 3.13809 3.13532 3.12871 3.10465 3.08971 3.08479 3.07952 3.07129 3.06978 3.05307 3.05045 3.04581 3.04385 2.98093
4.71556 4.37706 4.23187 4.22946 4.2048 4.19819 4.18961 4.17821 4.10825 4.09878 4.09841 4.0932 4.08633 4.08381 4.05725 4.03552 4.0165 3.99884 3.9854 3.9756 3.97514 3.94447 3.94335 3.93201 3.91284 3.91155 3.89992 3.89926 3.89344 3.89288 3.89126 3.88696 3.88444 3.87581 3.85235 3.84212 3.82857 3.82837 3.80948 3.78617 3.77965 3.77831 3.77805 3.77495 3.76982 3.76661 3.76253 3.75784 3.75313 3.74846 3.73296 3.73148 3.72585 3.72119 3.7189 3.71193 3.71051 3.7001 3.69781 3.6883 3.67888 3.67624 3.67248 3.66654 3.66378 3.6626 3.6609 3.65718 3.65688 3.64489 3.64387 3.64386 3.64384 3.64227 3.64217 3.64212 3.63113 3.62257 3.62207 3.62096 3.62018 3.61454 3.6144 3.60622 3.59975 3.58908 3.58707 3.58561 3.58561 3.5798 3.57836 3.57543 3.57441 3.56947 3.56358 3.55772 3.55758 3.54439 3.54387 3.54058 3.53201 3.52986 3.52922 3.52515 3.52316 3.52245 3.52172 3.52037 3.52024 3.51985 3.51923 3.51092 3.50757 3.50621 3.50003 3.49997 3.49721 3.48511 3.47967 3.47936 3.47668 3.47413 3.47285 3.4707 3.46605 3.46585 3.46313 3.46186 3.45853 3.45722 3.4568 3.45486 3.45358 3.4518 3.44987 3.44984 3.44521 3.44463 3.44081 3.43925 3.43738 3.43691 3.43489 3.42176 3.42038 3.41908 3.41753 3.41436 3.41214 3.40719 3.40652 3.39737 3.39051 3.38914 3.3809 3.37918 3.37578 3.36426 3.35928 3.35861 3.3529 3.35195 3.35116 3.34951 3.34487 3.34381 3.33854 3.33842 3.33335 3.33101 3.33006 3.32677 3.32529 3.32515 3.32514 3.32325 3.3173 3.31556 3.31541 3.31505 3.31155 3.30726 3.30292 3.30012 3.29614 3.29262 3.29062 3.28847 3.28665 3.2855 3.28386 3.28157 3.27601 3.27381 3.27258 3.27038 3.2682 3.26675 3.26468 3.26417 3.26395 3.26337 3.26119 3.25799 3.25767 3.25685 3.25455 3.25411 3.25239 3.2503 3.24736 3.24252 3.24042 3.23772 3.23231 3.22767 3.22399 3.22372 3.2216 3.2124 3.2073 3.20673 3.20645 3.2046 3.19573 3.18954 3.18871 3.18824 3.18805 3.1825 3.17973 3.17719 3.16355 3.16101 3.16016 3.15395 3.15346 3.15301 3.1461 3.1379 3.13613 3.13034 3.11307 3.10969 3.10748 3.10469 3.0956 3.0911 3.08457 3.08104 3.03806 2.99331 2.98163 2.96512 2.95561 2.85739
4.76778 4.55277 4.47912 4.46217 4.25265 4.2379 4.218 4.18362 4.1422 4.13877 4.11143 4.10857 4.08315 4.05309 4.04793 4.04736 4.03819 4.02523 4.01964 4.01711 4.00849 4.00521 3.9984 3.99409 3.98571 3.96591 3.94831 3.93928 3.93919 3.93275 3.92793 3.92372 3.91729 3.91681 3.91233 3.90712 3.90608 3.89414 3.89244 3.88497 3.8681 3.86263 3.85667 3.84653 3.8203 3.79531 3.7909 3.76416 3.75782 3.74948 3.749 3.74769 3.74235 3.73991 3.73781 3.73567 3.73151 3.71912 3.71453 3.71449 3.69938 3.6989 3.68711 3.68113 3.68072 3.67184 3.67116 3.66986 3.66873 3.65992 3.64953 3.64681 3.64202 3.63781 3.63758 3.61718 3.61629 3.61278 3.60977 3.60881 3.60649 3.60176 3.58961 3.58191 3.57926 3.57542 3.57369 3.57312 3.57211 3.57158 3.56485 3.56213 3.55983 3.55883 3.55777 3.54886 3.54709 3.53971 3.53346 3.53263 3.53141 3.52855 3.52649 3.52206 3.52055 3.51905 3.50863 3.50488 3.50443 3.48748 3.48741 3.48671 3.48614 3.48612 3.48488 3.48455 3.48403 3.48317 3.48252 3.48144 3.48141 3.47906 3.47672 3.47423 3.46728 3.46661 3.459 3.45741 3.4533 3.45012 3.44962 3.44957 3.44808 3.44791 3.44745 3.44645 3.44517 3.44472 3.44461 3.44337 3.44169 3.44144 3.43518 3.43188 3.43169 3.43153 3.43012 3.42991 3.42576 3.42305 3.41508 3.41312 3.41102 3.409 3.4087 3.4087 3.40683 3.40659 3.4065 3.4037 3.40227 3.39976 3.39835 3.39611 3.39593 3.39569 3.39534 3.39254 3.3879 3.38635 3.38378 3.37597 3.37528 3.37343 3.36862 3.36656 3.36655 3.36203 3.36119 3.36073 3.35782 3.356 3.35497 3.35422 3.35298 3.34732 3.34085 3.34085 3.34034 3.33389 3.33291 3.33113 3.32861 3.32235 3.32235 3.32159 3.31556 3.31419 3.30928 3.30769 3.30644 3.30342 3.30031 3.29999 3.29501 3.29212 3.29094 3.28849 3.28326 3.28206 3.27998 3.26885 3.26025 3.25571 3.25291 3.24686 3.24653 3.24232 3.23966 3.22887 3.22851 3.22788 3.22376 3.20124 3.20054 3.19752 3.18884 3.18407 3.17941 3.16514 3.1612 3.16062 3.15692 3.15619 3.15534 3.15516 3.15234 3.148 3.13775 3.11731 3.11249 3.10707 3.07996 3.07831 3.07192 3.06775 3.05924 3.04551 3.03049 3.02424 3.02371 3.01304 3.00893 3.00544 2.92608 2.88961
4.79458 4.66982 4.43193 4.38956 4.36236 4.34591 4.26516 4.2087 4.19782 4.17427 4.16627 4.08825 4.0813 4.07988 4.0756 4.04864 4.04793 4.02567 4.0156 4.00325 4.00091 4.00004 3.99278 3.97915 3.97179 3.96818 3.95952 3.94488 3.94226 3.93539 3.92761 3.91431 3.91407 3.9098 3.90585 3.90294 3.88936 3.8889 3.88679 3.8828 3.87941 3.87928 3.872 3.85391 3.84637 3.84491 3.84352 3.84187 3.84073 3.83846 3.83771 3.83399 3.82814 3.81222 3.81168 3.80552 3.80126 3.79588 3.79452 3.7932 3.7912 3.77811 3.7616 3.75915 3.75761 3.75503 3.74569 3.73773 3.7372 3.72907 3.69765 3.69129 3.68766 3.68622 3.68551 3.68385 3.67776 3.67426 3.67147 3.66957 3.66893 3.6686 3.66509 3.66255 3.65361 3.65067 3.6425 3.63159 3.63055 3.62539 3.62297 3.62124 3.61151 3.6097 3.60097 3.59456 3.59416 3.59081 3.59009 3.58386 3.57195 3.57178 3.57077 3.57065 3.56568 3.56048 3.55827 3.55357 3.55058 3.54968 3.5422 3.53978 3.53885 3.53829 3.53715 3.53163 3.53088 3.52726 3.52715 3.52537 3.5219 3.52133 3.51784 3.51767 3.5115 3.51107 3.50951 3.5071 3.50157 3.50004 3.49201 3.48974 3.48954 3.48612 3.48168 3.4782 3.47731 3.47603 3.46201 3.45981 3.45648 3.44942 3.44808 3.44759 3.44409 3.44204 3.43826 3.43368 3.43017 3.42998 3.42991 3.42899 3.42858 3.42802 3.42798 3.42591 3.42553 3.42329 3.41264 3.41132 3.4085 3.40691 3.40683 3.40507 3.40449 3.40201 3.39573 3.39442 3.39156 3.38877 3.38779 3.38684 3.38445 3.38315 3.3805 3.37749 3.37726 3.37538 3.37422 3.37185 3.37128 3.35194 3.35176 3.34693 3.34639 3.34352 3.34139 3.33528 3.33416 3.33249 3.3272 3.32403 3.32273 3.31948 3.31879 3.31713 3.31687 3.31539 3.31447 3.30635 3.30238 3.29898 3.29084 3.29065 3.27393 3.27387 3.27237 3.26997 3.26985 3.26921 3.26203 3.26025 3.25064 3.25004 3.25 3.24979 3.24622 3.24413 3.24112 3.2347 3.23283 3.22828 3.22751 3.22497 3.21375 3.20375 3.19943 3.19893 3.19758 3.19194 3.18212 3.17963 3.17891 3.17286 3.17275 3.17229 3.17152 3.17124 3.16752 3.1549 3.14683 3.14005 3.12275 3.11756 3.10678 3.08773 3.07849 3.07482 3.07066 3.05737 3.02776 3.02091 3.01444 2.98122 2.94385 2.92769
4.78947 4.66037 4.59811 4.59207 4.45249 4.37534 4.33969 4.28183 4.27836 4.2556 4.24859 4.21683 4.17588 4.1735 4.13967 4.11735 4.08236 4.04452 4.04409 4.01026 3.99622 3.98591 3.98268 3.97611 3.96724 3.95842 3.93881 3.93744 3.93692 3.93659 3.92657 3.90162 3.89427 3.89163 3.88447 3.87709 3.87243 3.87154 3.86847 3.86701 3.85033 3.84924 3.8428 3.83441 3.82762 3.80661 3.80545 3.80196 3.80065 3.7842 3.76976 3.76599 3.75955 3.74881 3.73376 3.73332 3.73261 3.72404 3.71794 3.71701 3.71474 3.70247 3.69518 3.69416 3.6913 3.68366 3.68011 3.67859 3.67821 3.67779 3.66522 3.66241 3.65828 3.65742 3.65053 3.64245 3.64147 3.63252 3.62971 3.62759 3.62608 3.62556 3.62136 3.62091 3.61715 3.60763 3.60743 3.6054 3.60307 3.59982 3.59915 3.59543 3.59423 3.59408 3.59215 3.59117 3.59059 3.58616 3.58568 3.57999 3.57851 3.57688 3.57361 3.56754 3.56687 3.56301 3.56241 3.56115 3.56107 3.56101 3.55996 3.5586 3.55721 3.55108 3.5504 3.54045 3.53682 3.53556 3.53205 3.53089 3.52806 3.5262 3.52597 3.51922 3.5174 3.516 3.51086 3.50009 3.49939 3.49649 3.49246 3.47702 3.47571 3.47178 3.46882 3.46675 3.4654 3.464 3.45765 3.45273 3.44711 3.43851 3.43533 3.43392 3.43143 3.42811 3.42255 3.42227 3.418 3.41658 3.41057 3.40543 3.40414 3.40194 3.39943 3.39581 3.39285 3.38964 3.38722 3.37763 3.37326 3.37294 3.37264 3.37194 3.37141 3.36967 3.36866 3.36761 3.36415 3.35983 3.35963 3.35885 3.35739 3.35544 3.35359 3.35163 3.34703 3.34175 3.33875 3.33784 3.33761 3.33625 3.33606 3.33525 3.33189 3.33012 3.33005 3.32244 3.31897 3.31361 3.30989 3.30872 3.30788 3.30627 3.30548 3.30519 3.30481 3.30356 3.30213 3.30194 3.29683 3.29562 3.28591 3.28464 3.2843 3.2778 3.27628 3.27236 3.26612 3.26583 3.26382 3.25806 3.25219 3.24449 3.24318 3.24174 3.22864 3.22609 3.22227 3.21887 3.2135 3.21271 3.21054 3.20572 3.20523 3.20144 3.19994 3.1905 3.19022 3.18938 3.18562 3.18353 3.17934 3.17784 3.17558 3.15869 3.15832 3.15751 3.15621 3.1408 3.13826 3.1146 3.11268 3.11166 3.08726 3.07601 3.05698 3.05026 3.02226 3.01894 2.99775 2.99099 2.95316 2.925 2.91463 2.90076
4.8511 4.31712 4.27351 4.23684 4.20816 4.19425 4.17553 4.16189 4.1228 4.10762 4.10065 4.09425 4.08337 4.06627 4.0442 4.02391 4.00823 4.00235 3.999 3.99334 3.98719 3.96959 3.93579 3.93538 3.91061 3.90029 3.8873 3.8801 3.87923 3.87721 3.8747 3.87035 3.86139 3.84081 3.83268 3.83234 3.82659 3.82582 3.81938 3.80509 3.79384 3.78743 3.78174 3.77608 3.76987 3.76732 3.76258 3.75355 3.75307 3.75098 3.74952 3.7474 3.74716 3.74493 3.74294 3.73922 3.7344 3.72714 3.72127 3.7141 3.71355 3.70652 3.70129 3.70102 3.70043 3.69256 3.69182 3.69054 3.68371 3.67594 3.67082 3.66599 3.66449 3.65709 3.64622 3.64547 3.6429 3.63939 3.63293 3.63227 3.63226 3.61803 3.61546 3.60911 3.60726 3.60051 3.60039 3.5951 3.5926 3.59024 3.58932 3.58491 3.58432 3.57658 3.57513 3.57494 3.56698 3.56231 3.56143 3.5586 3.55813 3.55286 3.54833 3.5457 3.54397 3.54267 3.539 3.51473 3.50988 3.50968 3.50718 3.50149 3.49999 3.49817 3.48134 3.47717 3.46789 3.4656 3.46192 3.45965 3.45292 3.45235 3.44533 3.44166 3.43801 3.43357 3.43195 3.4296 3.42926 3.429 3.41477 3.41107 3.40619 3.40234 3.39638 3.3937 3.39236 3.39219 3.38919 3.38473 3.37994 3.37731 3.37641 3.37503 3.37396 3.3736 3.37353 3.36988 3.36806 3.3657 3.36436 3.36063 3.35856 3.35593 3.3557 3.35248 3.34831 3.34486 3.33987 3.3371 3.33141 3.33123 3.32841 3.32742 3.32382 3.31775 3.31453 3.31177 3.30905 3.30703 3.30563 3.30396 3.3034 3.30325 3.30164 3.30064 3.29886 3.29717 3.29576 3.29518 3.29221 3.29221 3.29105 3.2859 3.28589 3.28437 3.28134 3.27985 3.27916 3.2776 3.27728 3.27517 3.27307 3.26455 3.25674 3.25657 3.25349 3.25294 3.25004 3.24874 3.24865 3.24745 3.24707 3.2439 3.24386 3.2329 3.23205 3.22709 3.22403 3.22376 3.22018 3.21875 3.21798 3.21757 3.21261 3.21164 3.21148 3.20628 3.2055 3.20018 3.19803 3.1974 3.19443 3.19272 3.18706 3.18237 3.17816 3.17332 3.17233 3.16607 3.1528 3.14892 3.14626 3.1448 3.13757 3.13545 3.13033 3.12536 3.12267 3.11988 3.10744 3.0949 3.09071 3.0877 3.07625 3.07112 3.06758 3.0658 3.05899 3.01322 3.00769 2.99461 2.99052 2.94819 2.79779 2.77581
4.75906 4.75171 4.40589 4.35308 4.31731 4.26645 4.24783 4.2458 4.22067 4.21341 4.18805 4.18225 4.16969 4.15549 4.14911 4.14521 4.11961 4.10826 4.07617 4.07303 4.06787 4.06674 4.05121 4.04217 4.02464 4.01095 4.00875 3.99908 3.99849 3.9918 3.98721 3.97637 3.97562 3.96569 3.96274 3.94002 3.93931 3.93328 3.92666 3.91651 3.90913 3.90729 3.90212 3.89834 3.88623 3.87786 3.87524 3.87522 3.87094 3.86851 3.8633 3.85896 3.85455 3.84944 3.84911 3.83643 3.83444 3.83007 3.82497 3.8085 3.8078 3.80768 3.80369 3.80186 3.79812 3.79754 3.79137 3.7799 3.77248 3.77198 3.76006 3.75973 3.74862 3.74808 3.74399 3.74292 3.73595 3.73582 3.73481 3.73339 3.72968 3.72796 3.72738 3.71761 3.71228 3.6962 3.68017 3.67445 3.67242 3.66713 3.66213 3.65885 3.65497 3.65327 3.65213 3.6517 3.63811 3.63411 3.63373 3.6185 3.61842 3.61173 3.61061 3.60751 3.60488 3.60373 3.59802 3.59723 3.59105 3.58699 3.58516 3.58348 3.58003 3.57816 3.57745 3.57719 3.57556 3.57545 3.57006 3.56682 3.56555 3.56353 3.56198 3.56014 3.55568 3.55423 3.55153 3.54226 3.53323 3.53147 3.53005 3.52979 3.52911 3.52909 3.51644 3.5163 3.51043 3.50778 3.50708 3.49496 3.49401 3.49353 3.48974 3.48354 3.47973 3.47628 3.47421 3.47215 3.47188 3.47169 3.46955 3.46935 3.46165 3.45791 3.45746 3.45666 3.45578 3.45541 3.44703 3.44195 3.44157 3.44045 3.43791 3.43635 3.42561 3.42315 3.42037 3.41817 3.41397 3.41186 3.4041 3.40175 3.39548 3.39374 3.392 3.39125 3.3889 3.38213 3.3679 3.36745 3.36388 3.36026 3.3597 3.35922 3.35443 3.35211 3.35157 3.3492 3.3455 3.34034 3.33757 3.33494 3.33474 3.33342 3.33285 3.33277 3.32892 3.3289 3.32315 3.31646 3.30728 3.30677 3.30594 3.30494 3.30406 3.29973 3.29373 3.28166 3.28139 3.28003 3.27936 3.27858 3.27595 3.27446 3.26554 3.262 3.25691 3.25558 3.2552 3.25469 3.24899 3.24775 3.24671 3.24368 3.24175 3.23763 3.2318 3.22788 3.22538 3.22254 3.21697 3.21657 3.20057 3.19535 3.18669 3.18626 3.18558 3.18491 3.17516 3.15579 3.15542 3.15236 3.14849 3.13608 3.12913 3.12174 3.10396 3.10011 3.0987 3.09632 3.08922 3.08815 3.08026 3.07957 3.066 2.97092
