4; ./512ED ./ED512/ps6/ 1 0.01221 0.01963 0.38384 0.09418 0.00695 0.00673 0.03030 0.01730 0.42884
Graph Evolution Tool.
Initial Graph: Ring with m = 2
Fitness Function: Epidemic Length
Representation: THADS-N with Operation Densities
Densities: 0.01221 0.01963 0.38384 0.09418 0.00695 0.00673 0.0303 0.0173 0.42884 
Check readme.dat for more information about parameters/output.

Beginning Run 0 of 29
Run  RI  Mean      95% CI      SD        Best    
0    0   9.8548    0.0330724   0.533326  11.6    
0    1   12.0692   0.0386394   0.623098  14.2    
0    2   14.375    0.0373995   0.603104  16.4    
0    3   16.1514   0.0502041   0.809591  19      
0    4   18.0536   0.0599562   0.966854  21.6    
0    5   19.6784   0.0689845   1.11244   22.6    
0    6   20.5302   0.0815006   1.31428   25.2    
0    7   20.931    0.0855455   1.37951   25.2    
0    8   21.1862   0.0904386   1.45841   25.6    
0    9   21.4824   0.0895653   1.44433   25.6    
0    10  21.6556   0.0959084   1.54662   25.8    
0    11  21.846    0.102118    1.64676   25.8    
0    12  22.1104   0.095774    1.54445   25.8    
0    13  22.2988   0.101381    1.63487   26.4    
0    14  22.5102   0.104976    1.69285   27      
0    15  22.6336   0.108396    1.748     27      
0    16  22.8322   0.117448    1.89396   27.6    
0    17  23.1204   0.118427    1.90976   28.4    
0    18  23.377    0.125007    2.01585   29      
0    19  23.5954   0.13742     2.21604   29      
0    20  23.9018   0.136157    2.19567   29.6    
0    21  24.1624   0.138148    2.22778   29.6    
0    22  24.2972   0.151175    2.43785   29.6    
0    23  24.3276   0.151713    2.44652   29.6    
0    24  24.583    0.150045    2.41962   30.4    
0    25  24.6516   0.159536    2.57268   30.4    
0    26  24.8486   0.162131    2.61453   30.4    
0    27  24.9908   0.159141    2.5663    31      
0    28  25.0922   0.158622    2.55794   31      
0    29  25.3598   0.153613    2.47716   31.2    
0    30  25.5164   0.159217    2.56753   31.2    
0    31  25.557    0.168175    2.71199   31.2    
0    32  25.6976   0.170872    2.75549   31.2    
0    33  25.8632   0.167873    2.70712   32.6    
0    34  26.0432   0.174501    2.814     32.6    
0    35  26.2162   0.171714    2.76906   32.6    
0    36  26.3524   0.176545    2.84696   32.6    
0    37  26.5224   0.183134    2.95322   32.6    
0    38  26.6938   0.175147    2.82442   32.6    
0    39  26.9848   0.175367    2.82796   32.6    
0    40  27.125    0.188516    3.04      33.8    
0    41  27.2376   0.1805      2.91074   33.8    
0    42  27.3546   0.187157    3.01809   33.8    
0    43  27.3844   0.186863    3.01336   33.8    
0    44  27.6636   0.18984     3.06136   34.8    
0    45  27.7472   0.184172    2.96996   34.8    
0    46  27.8454   0.185326    2.98856   34.8    
0    47  27.952    0.181721    2.93044   34.8    
0    48  27.9762   0.194367    3.13436   34.8    
0    49  28.1518   0.189928    3.06278   34.8    
0    50  28.143    0.192735    3.10804   34.8    
0    51  28.2244   0.193008    3.11245   34.8    
0    52  28.344    0.190897    3.07841   34.8    
0    53  28.3898   0.192943    3.1114    34.8    
0    54  28.4286   0.19807     3.19407   34.8    
0    55  28.4272   0.208729    3.36596   34.8    
0    56  28.4638   0.205376    3.31189   34.8    
0    57  28.6346   0.20245     3.2647    34.8    
0    58  28.637    0.203556    3.28254   34.8    
0    59  28.6062   0.203008    3.27371   34.8    
0    60  28.6554   0.220125    3.54973   34.8    
0    61  28.8252   0.198973    3.20864   34.8    
0    62  28.8482   0.205929    3.32081   38.4    
0    63  28.7396   0.211797    3.41544   38.4    
0    64  28.7236   0.216993    3.49922   38.4    
0    65  28.7812   0.225582    3.63773   38.4    
0    66  28.9156   0.219924    3.54649   38.4    
0    67  28.8824   0.220826    3.56103   38.4    
0    68  28.9098   0.219999    3.54771   38.4    
0    69  29.105    0.210618    3.39643   38.4    
0    70  29.0292   0.210387    3.3927    38.4    
0    71  28.9996   0.222451    3.58724   38.4    
0    72  29.063    0.211462    3.41004   38.4    
0    73  29.0036   0.221955    3.57925   38.4    
0    74  29.1914   0.208382    3.36036   38.4    
0    75  29.179    0.212959    3.43417   38.4    
0    76  29.3108   0.206231    3.32569   38.4    
0    77  29.1534   0.222217    3.58347   38.4    
0    78  29.3134   0.214222    3.45454   38.4    
0    79  29.4326   0.211896    3.41703   38.4    
0    80  29.2576   0.224674    3.62309   38.4    
0    81  29.384    0.221966    3.57942   38.4    
0    82  29.4298   0.214761    3.46324   38.4    
0    83  29.3768   0.221336    3.56926   38.4    
0    84  29.5374   0.213645    3.44523   38.4    
0    85  29.3854   0.230193    3.7121    38.4    
0    86  29.343    0.222716    3.59152   38.4    
0    87  29.3702   0.230906    3.72359   38.4    
0    88  29.3718   0.225381    3.6345    38.4    
0    89  29.4284   0.232661    3.75189   38.4    
0    90  29.618    0.220477    3.55541   38.4    
0    91  29.5638   0.221471    3.57144   38.4    
0    92  29.6334   0.219963    3.54712   38.4    
0    93  29.5528   0.222396    3.58635   38.4    
0    94  29.5382   0.234376    3.77954   38.4    
0    95  29.7194   0.22267     3.59077   38.4    
0    96  29.6352   0.220987    3.56364   38.4    
0    97  29.723    0.226065    3.64553   38.4    
0    98  29.725    0.227358    3.66637   38.4    
0    99  29.6868   0.228417    3.68345   38.4    
0    100 29.7384   0.223118    3.59799   38.4    
Done run 0 of 29

Beginning Run 1 of 29
