8; ./512ED ./ED512/ps6/ 1 0.01221 0.01963 0.38384 0.09418 0.00695 0.00673 0.03030 0.01730 0.42884
Graph Evolution Tool.
Initial Graph: Ring with m = 2
Fitness Function: Epidemic Length
Representation: THADS-N with Operation Densities
Densities: 0.01221 0.01963 0.38384 0.09418 0.00695 0.00673 0.0303 0.0173 0.42884 
Check readme.dat for more information about parameters/output.

Beginning Run 0 of 29
Run  RI  Mean      95% CI      SD        Best    
0    0   9.8936    0.0337676   0.544536  12      
0    1   12.7398   0.0428094   0.690345  15.2    
0    2   15.1762   0.0405783   0.654365  17.6    
0    3   17.0104   0.0552667   0.891231  20      
0    4   18.2714   0.0613026   0.988566  21.6    
0    5   18.8406   0.0668068   1.07733   22.2    
0    6   19.6126   0.0710677   1.14604   22.2    
0    7   20.5508   0.0755194   1.21783   24.6    
0    8   21.1246   0.0797431   1.28594   24.6    
0    9   21.6356   0.0818801   1.3204    24.6    
0    10  22.0536   0.0829105   1.33701   24.8    
0    11  22.4474   0.0833219   1.34365   25.8    
0    12  22.6598   0.094684    1.52687   26.4    
0    13  23.04     0.092322    1.48878   26.4    
0    14  23.454    0.092886    1.49788   27      
0    15  23.839    0.0941311   1.51796   27.8    
0    16  24.208    0.0972507   1.56827   28.4    
0    17  24.7656   0.102923    1.65974   28.8    
0    18  25.4144   0.100666    1.62334   29.4    
0    19  26.0098   0.0961405   1.55036   29.4    
0    20  26.2752   0.108734    1.75345   30.6    
0    21  26.5148   0.120702    1.94645   30.6    
0    22  26.875    0.113049    1.82303   30.6    
0    23  27.2196   0.114858    1.8522    32      
0    24  27.5156   0.127403    2.0545    32      
0    25  28.2066   0.131757    2.12471   32.8    
0    26  29.0836   0.138764    2.23771   34.4    
0    27  29.8804   0.14259     2.29941   36.2    
0    28  30.4276   0.147333    2.37589   36.2    
0    29  30.884    0.13696     2.20862   36.2    
0    30  31.2834   0.13535     2.18265   36.4    
0    31  31.4958   0.14502     2.33859   36.8    
0    32  31.7672   0.145294    2.34302   36.8    
0    33  32.075    0.149188    2.40581   38.2    
0    34  32.1938   0.157708    2.5432    38.2    
0    35  32.485    0.152336    2.45657   38.2    
0    36  32.7188   0.157905    2.54638   38.6    
0    37  32.7276   0.170438    2.74848   38.6    
0    38  32.9502   0.163123    2.63052   38.6    
0    39  33.0816   0.167296    2.69782   38.6    
0    40  33.1186   0.171413    2.76421   38.6    
0    41  33.3396   0.163021    2.62888   38.6    
0    42  33.4382   0.161043    2.59699   38.6    
0    43  33.4338   0.174753    2.81806   38.6    
0    44  33.5576   0.169287    2.72992   38.6    
0    45  33.5378   0.177314    2.85937   39.6    
0    46  33.6684   0.174785    2.81859   39.6    
0    47  33.7052   0.172873    2.78775   39.6    
0    48  33.6958   0.188334    3.03707   39.6    
0    49  33.7736   0.181702    2.93012   39.6    
0    50  34.0194   0.169312    2.73033   40.6    
0    51  34.7014   0.176285    2.84277   41      
0    52  34.9508   0.18999     3.06379   41.2    
