5; ./384ED ./ED384/ps2/ 1 0.00382 0.01564 0.02205 0.00214 0.02848 0.02672 0.41832 0.03961 0.44321
Graph Evolution Tool.
Initial Graph: Ring with m = 2
Fitness Function: Epidemic Length
Representation: THADS-N with Operation Densities
Densities: 0.00382 0.01564 0.02205 0.00214 0.02848 0.02672 0.41832 0.03961 0.44321 
Check readme.dat for more information about parameters/output.

Beginning Run 0 of 29
Run  RI  Mean      95% CI      SD        Best    
0    0   22.6032   0.196929    3.17568   36.4    
0    1   47.2192   0.47482     7.65695   82.2    
0    2   87.7976   0.732487    11.8121   124     
0    3   104.47    0.890606    14.3619   148     
0    4   110.17    1.00627     16.2271   155.4   
0    5   113.046   1.07582     17.3487   155.4   
0    6   114.083   1.14034     18.3892   155.4   
0    7   114.835   1.19235     19.2279   155.4   
0    8   115.594   1.21283     19.5582   155.4   
0    9   115.955   1.21177     19.541    155.4   
0    10  117.046   1.24306     20.0455   155.6   
0    11  117.326   1.28232     20.6787   156.6   
0    12  117.946   1.27196     20.5116   156.6   
0    13  117.391   1.29148     20.8264   156.6   
0    14  118.822   1.28446     20.7132   156.6   
0    15  118.352   1.31111     21.143    160.4   
0    16  119.353   1.32428     21.3554   161.4   
0    17  119.082   1.34725     21.7257   161.4   
0    18  119.832   1.29372     20.8626   163.8   
0    19  119.478   1.33579     21.541    163.8   
0    20  119.581   1.3544      21.841    163.8   
0    21  119.958   1.34038     21.6149   163.8   
0    22  120.249   1.32913     21.4336   165.4   
0    23  119.139   1.36998     22.0923   165.4   
0    24  120.202   1.39314     22.4658   168.2   
0    25  120.348   1.36755     22.0532   168.2   
0    26  120.325   1.36676     22.0404   168.2   
0    27  120.765   1.35638     21.8729   168.2   
0    28  121.065   1.34154     21.6336   168.2   
0    29  120.699   1.37805     22.2224   168.2   
0    30  120.74    1.39569     22.507    168.2   
0    31  121.299   1.41249     22.7779   168.2   
0    32  121.295   1.37343     22.1479   168.2   
0    33  121.683   1.36916     22.0791   168.2   
0    34  120.558   1.41775     22.8626   168.2   
0    35  121.196   1.43871     23.2006   168.2   
0    36  120.677   1.40902     22.7219   168.2   
0    37  122.119   1.39616     22.5145   168.2   
0    38  122.12    1.4042      22.6441   168.2   
0    39  122.413   1.40823     22.709    168.2   
0    40  121.792   1.41766     22.8612   168.2   
0    41  121.701   1.46486     23.6224   168.2   
0    42  121.671   1.4423      23.2586   168.2   
0    43  122.003   1.4264      23.0022   168.2   
0    44  121.6     1.44682     23.3314   168.4   
0    45  122.027   1.42344     22.9544   168.4   
0    46  121.335   1.45404     23.4479   168.4   
0    47  120.958   1.43514     23.1431   168.4   
0    48  121.77    1.43465     23.1351   168.4   
0    49  121.435   1.4758      23.7987   168.4   
0    50  121.253   1.47351     23.7618   168.4   
0    51  121.433   1.4212      22.9182   168.4   
0    52  121.554   1.45379     23.4438   168.4   
0    53  120.654   1.48239     23.9049   168.4   
0    54  122.448   1.41762     22.8606   168.4   
0    55  121.631   1.44911     23.3683   168.4   
0    56  122.425   1.40113     22.5946   168.4   
0    57  122.059   1.43996     23.2207   168.4   
0    58  121.442   1.45352     23.4395   168.4   
0    59  122.249   1.417       22.8506   168.4   
0    60  121.543   1.46252     23.5846   168.4   
0    61  121.457   1.44605     23.319    168.4   
0    62  122.169   1.42493     22.9784   168.4   
0    63  122.539   1.43256     23.1015   168.4   
0    64  122.272   1.44042     23.2283   168.4   
0    65  122.325   1.45573     23.4752   168.4   
0    66  122.006   1.49837     24.1627   168.4   
0    67  122.556   1.45777     23.5081   168.4   
