6; ./384ED ./ED384/ps6/ 1 0.01221 0.01963 0.38384 0.09418 0.00695 0.00673 0.03030 0.01730 0.42884
Graph Evolution Tool.
Initial Graph: Ring with m = 2
Fitness Function: Epidemic Length
Representation: THADS-N with Operation Densities
Densities: 0.01221 0.01963 0.38384 0.09418 0.00695 0.00673 0.0303 0.0173 0.42884 
Check readme.dat for more information about parameters/output.

Beginning Run 0 of 29
Run  RI  Mean      95% CI      SD        Best    
0    0   9.463     0.0328645   0.529973  11.2    
0    1   12.0324   0.0376422   0.607017  14      
0    2   14.3508   0.0412673   0.665477  16.6    
0    3   16.1312   0.0536086   0.864492  18.8    
0    4   17.8576   0.0625194   1.00819   21.6    
0    5   19.2034   0.071748    1.15701   22.6    
0    6   20.3548   0.0857026   1.38204   25.2    
0    7   21.6382   0.0999727   1.61216   27.2    
0    8   22.8082   0.112395    1.81248   27.8    
0    9   23.434    0.122       1.96736   28.2    
0    10  23.8362   0.131144    2.11483   28.4    
0    11  24.2008   0.141944    2.28898   29.2    
0    12  24.4794   0.137469    2.21682   29.2    
0    13  24.6196   0.148034    2.3872    29.2    
0    14  24.811    0.147618    2.38049   29.8    
0    15  24.9834   0.145645    2.34867   29.8    
0    16  25.0466   0.151591    2.44456   31.2    
0    17  25.1952   0.152724    2.46282   31.2    
0    18  25.3242   0.154172    2.48618   31.2    
0    19  25.3992   0.155333    2.50491   31.2    
0    20  25.6      0.158544    2.55669   31.2    
0    21  25.7192   0.15256     2.46019   31.2    
0    22  25.679    0.162739    2.62432   31.2    
0    23  25.8108   0.165202    2.66405   31.2    
0    24  26.0142   0.162764    2.62473   32.8    
0    25  26.1814   0.158424    2.55475   33.4    
0    26  26.299    0.167057    2.69396   33.8    
0    27  26.464    0.173035    2.79037   33.8    
0    28  26.869    0.169816    2.73845   33.8    
0    29  27.3526   0.172981    2.78949   33.8    
0    30  27.7148   0.171895    2.77198   35      
0    31  28.1146   0.181138    2.92103   35      
0    32  28.267    0.194281    3.13298   35      
0    33  28.4434   0.195366    3.15047   35      
0    34  28.6402   0.19111     3.08183   35      
0    35  29.0068   0.187253    3.01963   35      
0    36  29.1744   0.188526    3.04017   35.4    
0    37  29.2582   0.191538    3.08874   35.4    
0    38  29.2628   0.209473    3.37796   36      
0    39  29.5738   0.201555    3.25028   36      
0    40  29.7784   0.192243    3.10012   36      
0    41  29.997    0.188637    3.04196   37.4    
0    42  29.968    0.213133    3.43698   37.4    
0    43  30.156    0.22027     3.55208   38.2    
0    44  30.4954   0.208751    3.36632   38.2    
0    45  30.6026   0.213912    3.44955   39.2    
0    46  30.803    0.213848    3.44852   39.2    
0    47  30.7528   0.23673     3.81751   39.2    
0    48  30.9578   0.231367    3.73102   39.2    
0    49  31.1038   0.234379    3.7796    39.4    
0    50  31.1486   0.225965    3.6439    39.4    
0    51  31.689    0.229083    3.6942    39.4    
0    52  32.2374   0.236985    3.82162   42.2    
0    53  32.6834   0.233633    3.76757   42.2    
0    54  33.153    0.239552    3.86302   43.2    
0    55  33.6094   0.251489    4.05552   43.2    
0    56  34.0136   0.255073    4.1133    43.8    
0    57  34.5818   0.254347    4.1016    43.8    
0    58  34.4484   0.270799    4.3669    44.6    
0    59  34.855    0.267592    4.31519   44.6    
0    60  34.9836   0.270173    4.3568    45.8    
0    61  35.0686   0.275761    4.44693   45.8    
0    62  35.0552   0.273882    4.41661   45.8    
0    63  35.2394   0.277947    4.48218   45.8    
0    64  35.2448   0.280446    4.52247   45.8    
0    65  35.2174   0.293879    4.73909   46.2    
0    66  35.4406   0.286099    4.61363   46.2    
0    67  35.6938   0.279693    4.51033   46.2    
0    68  35.535    0.289103    4.66208   46.2    
0    69  35.631    0.291359    4.69845   46.2    
0    70  35.555    0.288839    4.65782   46.2    
0    71  35.5212   0.301233    4.85768   46.2    
0    72  35.659    0.290634    4.68676   46.2    
0    73  35.7786   0.291488    4.70053   46.2    
0    74  35.9632   0.283838    4.57717   46.2    
0    75  35.6392   0.296976    4.78903   46.2    
0    76  35.6742   0.299197    4.82486   46.2    
0    77  35.9058   0.29453     4.7496    46.2    
0    78  35.947    0.301585    4.86336   46.2    
0    79  35.9818   0.30091     4.85247   46.2    
0    80  35.827    0.297442    4.79655   46.2    
0    81  36.073    0.293447    4.73212   46.2    
0    82  36.178    0.284727    4.59151   46.2    
0    83  35.9146   0.306094    4.93607   46.2    
0    84  36.045    0.296936    4.7884    46.2    
0    85  36.1056   0.300662    4.84847   46.2    
0    86  36.1414   0.298943    4.82075   47      
0    87  36.1128   0.304611    4.91216   47      
0    88  36.2124   0.301116    4.8558    47      
0    89  36.2706   0.303576    4.89547   47      
0    90  36.1938   0.30464     4.91263   47      
0    91  36.3314   0.297231    4.79314   47      
0    92  36.2886   0.303437    4.89323   47      
0    93  36.1218   0.3099      4.99745   47      
0    94  36.3566   0.310906    5.01368   47      
0    95  36.2536   0.307858    4.96452   47      
0    96  36.3788   0.307048    4.95146   47      
0    97  36.4614   0.30332     4.89134   47      
0    98  36.4228   0.310597    5.00869   47      
0    99  36.4836   0.302379    4.87616   47      
0    100 36.3236   0.311883    5.02942   47      
Done run 0 of 29

Beginning Run 1 of 29
Run  RI  Mean      95% CI      SD        Best    
1    0   9.4548    0.0335343   0.540774  11.4    
1    1   11.965    0.0406342   0.655267  14.2    
1    2   14.441    0.0420821   0.678616  17.2    
1    3   16.4268   0.0454204   0.732449  19.6    
1    4   17.5548   0.0614572   0.991059  21      
1    5   18.3194   0.070922    1.14369   21.6    
1    6   18.9092   0.078343    1.26336   21.8    
1    7   19.3492   0.0882324   1.42283   23.6    
1    8   19.782    0.0911347   1.46964   23.6    
1    9   20.1896   0.0932217   1.50329   24      
1    10  20.3532   0.108169    1.74433   24.6    
1    11  20.5962   0.110776    1.78638   24.6    
1    12  20.7912   0.112789    1.81884   25.4    
1    13  20.8866   0.112051    1.80694   25.4    
1    14  21.0028   0.118187    1.90588   25.4    
1    15  21.2398   0.119767    1.93136   25.6    
1    16  21.3934   0.116511    1.87885   26      
1    17  21.3936   0.126085    2.03325   26      
1    18  21.6218   0.11764     1.89706   26      
1    19  21.7002   0.125096    2.01731   26.8    
1    20  21.8738   0.12884     2.07768   29      
1    21  22.0068   0.130322    2.10157   29      
1    22  22.0504   0.135437    2.18406   29      
1    23  22.3392   0.131093    2.11401   29      
1    24  22.5282   0.131329    2.11781   29      
1    25  22.683    0.132244    2.13257   29      
1    26  22.7402   0.14089     2.272     29      
1    27  22.8736   0.137332    2.21461   29      
1    28  22.8952   0.14808     2.38793   29      
1    29  23.156    0.143256    2.31015   29      
1    30  23.2366   0.146522    2.36281   29      
1    31  23.3294   0.152503    2.45927   29      
1    32  23.5032   0.151411    2.44165   29      
1    33  23.6998   0.152331    2.45649   29      
1    34  23.8628   0.158771    2.56034   29      
1    35  24.0696   0.154473    2.49103   31.8    
1    36  24.28     0.169438    2.73235   31.8    
1    37  24.4324   0.162438    2.61948   31.8    
1    38  24.6924   0.165233    2.66454   31.8    
1    39  24.9056   0.160695    2.59136   31.8    
1    40  25.1436   0.162018    2.6127    31.8    
1    41  25.6      0.160085    2.58153   31.8    
1    42  25.8936   0.165534    2.6694    31.8    
1    43  25.9918   0.180689    2.91378   31.8    
1    44  26.4612   0.173056    2.7907    34.2    
