1; ./384ED ./ED384/ps2/ 1 0.00382 0.01564 0.02205 0.00214 0.02848 0.02672 0.41832 0.03961 0.44321
Graph Evolution Tool.
Initial Graph: Ring with m = 2
Fitness Function: Epidemic Length
Representation: THADS-N with Operation Densities
Densities: 0.00382 0.01564 0.02205 0.00214 0.02848 0.02672 0.41832 0.03961 0.44321 
Check readme.dat for more information about parameters/output.

Beginning Run 0 of 29
Run  RI  Mean      95% CI      SD        Best    
0    0   22.6558   0.193023    3.11269   34.8    
0    1   46.8218   0.471413    7.60201   78.8    
0    2   88.6826   0.856919    13.8187   130.2   
0    3   106.253   0.992969    16.0126   152.4   
0    4   110.556   1.10154     17.7634   152.4   
0    5   112.771   1.13964     18.3779   152.4   
0    6   114.395   1.17609     18.9657   155     
0    7   114.439   1.22197     19.7055   155     
0    8   115.4     1.22015     19.6761   155.4   
0    9   115.956   1.26048     20.3265   155.4   
0    10  116.1     1.23534     19.9211   155.4   
0    11  116.843   1.25633     20.2596   155.8   
0    12  117.219   1.27688     20.591    158.6   
0    13  118.053   1.25208     20.191    158.6   
0    14  118.301   1.27948     20.6328   159     
0    15  117.977   1.29096     20.8181   161     
0    16  118.59    1.31127     21.1456   161     
0    17  118.011   1.32295     21.334    161     
0    18  117.905   1.34263     21.6513   161     
0    19  118.299   1.31162     21.1512   161     
0    20  118.973   1.3123      21.1621   161     
0    21  118.896   1.33183     21.4771   161     
0    22  118.131   1.36497     22.0115   161     
0    23  118.593   1.35034     21.7756   161     
0    24  118.758   1.36867     22.0712   162.6   
0    25  118.265   1.40611     22.6749   162.6   
0    26  118.766   1.37997     22.2534   162.6   
0    27  119.484   1.38315     22.3047   162.6   
0    28  120.092   1.33945     21.6001   162.6   
0    29  119.357   1.39763     22.5381   162.6   
0    30  119.317   1.37409     22.1586   162.6   
0    31  118.98    1.38601     22.3508   162.6   
0    32  119.352   1.38347     22.3099   162.6   
0    33  119.338   1.41327     22.7904   162.6   
0    34  119.381   1.38473     22.3301   162.6   
0    35  119.376   1.38711     22.3685   162.6   
0    36  119.98    1.40568     22.668    162.6   
0    37  119.815   1.39297     22.4631   162.6   
0    38  119.906   1.42301     22.9474   162.6   
0    39  119.919   1.38414     22.3206   162.6   
0    40  121.12    1.34831     21.7428   162.6   
0    41  120.329   1.40164     22.6029   162.6   
0    42  119.711   1.45045     23.39     162.6   
0    43  120.035   1.4251      22.9812   162.6   
0    44  120.357   1.40681     22.6862   162.6   
0    45  120.824   1.38011     22.2556   162.6   
0    46  120.409   1.42249     22.9391   162.6   
0    47  120.452   1.39313     22.4657   162.6   
0    48  120.34    1.44257     23.2629   162.6   
0    49  120.284   1.41103     22.7543   162.6   
0    50  121.624   1.34557     21.6987   162.6   
0    51  119.875   1.41116     22.7564   162.6   
0    52  120.445   1.41106     22.7548   162.6   
0    53  120.147   1.42593     22.9946   162.6   
0    54  121.526   1.3479      21.7362   162.6   
0    55  120.482   1.44876     23.3626   162.6   
0    56  120.369   1.41688     22.8487   162.6   
0    57  120.727   1.40132     22.5976   162.6   
0    58  120.743   1.41755     22.8595   162.6   
0    59  121.025   1.40654     22.6819   162.6   
0    60  120.602   1.42993     23.059    162.6   
0    61  120.153   1.43312     23.1105   162.6   
0    62  120.793   1.41111     22.7556   165.6   
0    63  121.112   1.40037     22.5823   165.6   
0    64  120.985   1.40742     22.6961   165.6   
0    65  121.177   1.43447     23.1322   165.6   
0    66  121.757   1.40182     22.6057   165.6   
0    67  120.68    1.43679     23.1697   165.6   
0    68  121.275   1.40971     22.7331   168.6   
0    69  120.656   1.4395      23.2134   168.6   
0    70  120.979   1.42371     22.9587   168.6   
0    71  120.979   1.43056     23.0691   168.6   
0    72  121.287   1.41839     22.8729   168.6   
0    73  121.19    1.44031     23.2265   168.6   
0    74  120.948   1.43319     23.1117   168.6   
0    75  121.356   1.43397     23.1241   168.6   
0    76  121.11    1.43912     23.2072   168.6   
0    77  120.233   1.459       23.5279   168.6   
0    78  120.872   1.41908     22.8841   168.6   
0    79  121.491   1.39728     22.5325   168.6   
0    80  121.556   1.42817     23.0306   168.6   
0    81  121.539   1.43196     23.0917   168.6   
0    82  121.717   1.44062     23.2315   168.6   
0    83  121.839   1.42653     23.0042   168.6   
0    84  122.119   1.39925     22.5644   168.6   
0    85  121.397   1.44637     23.3241   168.6   
0    86  121.9     1.39983     22.5737   168.6   
0    87  120.891   1.42816     23.0304   168.6   
0    88  121.486   1.40298     22.6244   168.6   
0    89  121.726   1.38947     22.4067   168.6   
0    90  120.861   1.40104     22.5932   168.6   
0    91  121.813   1.41199     22.7698   168.6   
0    92  121.088   1.41593     22.8332   168.6   
0    93  121.412   1.4416      23.2472   168.6   
0    94  121.97    1.42978     23.0566   168.6   
0    95  121.099   1.45898     23.5275   168.6   
0    96  122.135   1.43169     23.0874   168.6   
0    97  121.513   1.46834     23.6785   168.6   
0    98  122.447   1.42122     22.9186   168.6   
0    99  122.106   1.42208     22.9324   168.6   
0    100 121.179   1.4634      23.5987   168.6   
Done run 0 of 29

Beginning Run 1 of 29
Run  RI  Mean      95% CI      SD        Best    
1    0   22.7048   0.206783    3.33458   40.2    
1    1   48.9356   0.425624    6.86362   82.2    
1    2   84.167    0.710504    11.4576   126.2   
1    3   106.323   0.894305    14.4216   152.6   
1    4   110.332   1.01619     16.3871   152.6   
1    5   112.067   1.08852     17.5535   152.6   
1    6   113.822   1.11535     17.9862   154     
1    7   115.423   1.17396     18.9312   154     
1    8   114.626   1.22158     19.6992   161.4   
1    9   116.048   1.22057     19.6829   161.4   
1    10  116.571   1.232       19.8673   161.4   
1    11  117.819   1.25532     20.2433   161.4   
1    12  117.645   1.26075     20.3309   161.4   
1    13  118.243   1.29684     20.9129   161.4   
1    14  118.442   1.32263     21.3288   161.4   
1    15  117.678   1.35732     21.8881   161.4   
1    16  119.179   1.31051     21.1332   161.4   
1    17  118.824   1.32599     21.3828   162.6   
1    18  119.639   1.30583     21.0579   162.6   
1    19  119.998   1.28493     20.7208   162.6   
1    20  119.541   1.3486      21.7476   162.6   
1    21  119.735   1.34685     21.7194   167     
1    22  119.427   1.34359     21.6667   167     
1    23  119.128   1.36625     22.0322   167     
1    24  119.503   1.33494     21.5272   167     
1    25  120.208   1.37699     22.2053   167     
1    26  119.637   1.38846     22.3903   167     
1    27  119.798   1.36732     22.0495   167     
1    28  120.563   1.34038     21.615    167     
1    29  119.77    1.41661     22.8443   167     
1    30  119.798   1.37767     22.2162   167     
1    31  121.945   1.32405     21.3516   167     
1    32  121.051   1.35788     21.8971   167     
1    33  120.923   1.39138     22.4373   167     
1    34  120.738   1.35506     21.8517   167     
1    35  120.505   1.34247     21.6487   167     
1    36  120.108   1.42672     23.0073   167     
1    37  121.281   1.33534     21.5338   167     
1    38  120.761   1.3777      22.2168   167     
1    39  120.822   1.39853     22.5527   167     
1    40  121.137   1.38017     22.2567   167     
1    41  121.27    1.40867     22.7162   167     
1    42  121.861   1.37847     22.2292   167     
1    43  121.729   1.40932     22.7266   167     
1    44  121.489   1.40883     22.7188   167     
1    45  121.056   1.43166     23.087    167     
1    46  121.969   1.39695     22.5272   167     
1    47  121.187   1.43613     23.159    167     
1    48  121.864   1.40249     22.6165   167     
1    49  122.156   1.38712     22.3688   167     
1    50  122.416   1.44699     23.3341   167     
1    51  121.694   1.45078     23.3953   167     
1    52  121.932   1.42608     22.997    167     
1    53  121.504   1.44944     23.3737   167     
1    54  122.699   1.42837     23.0339   167     
1    55  122.716   1.44731     23.3393   167     
1    56  122.675   1.43916     23.208    167     
1    57  122.804   1.42085     22.9127   167     
1    58  123.488   1.41162     22.7638   167     
1    59  122.318   1.45719     23.4986   167     
1    60  122.601   1.42612     22.9977   167     
1    61  122.979   1.41094     22.7529   167     
1    62  122.835   1.4129      22.7844   167     
