8; ./512ED ./ED512/ps6/ 1 0.01221 0.01963 0.38384 0.09418 0.00695 0.00673 0.03030 0.01730 0.42884
Graph Evolution Tool.
Initial Graph: Ring with m = 2
Fitness Function: Epidemic Length
Representation: THADS-N with Operation Densities
Densities: 0.01221 0.01963 0.38384 0.09418 0.00695 0.00673 0.0303 0.0173 0.42884 
Check readme.dat for more information about parameters/output.

Beginning Run 0 of 29
Run  RI  Mean      95% CI      SD        Best    
0    0   9.864     0.0346014   0.557982  12.4    
0    1   12.4752   0.0408197   0.658259  14.6    
0    2   15.078    0.040512    0.653296  17.6    
0    3   16.9018   0.0516895   0.833545  19.2    
0    4   17.9752   0.0585156   0.943623  21.8    
0    5   18.8128   0.0663865   1.07055   21.8    
0    6   19.4956   0.0822935   1.32706   24      
0    7   20.4136   0.0931442   1.50204   24.4    
0    8   21.4316   0.0937562   1.51191   24.8    
0    9   22.0386   0.0967682   1.56048   27.2    
0    10  22.2308   0.108706    1.75299   27.2    
0    11  22.3902   0.115329    1.85979   27.2    
0    12  22.5508   0.11349     1.83014   27.2    
0    13  22.6794   0.119419    1.92576   27.2    
0    14  22.8478   0.119971    1.93465   27.8    
0    15  23.0336   0.120363    1.94097   27.8    
0    16  23.132    0.123566    1.99263   28.8    
0    17  23.3138   0.123462    1.99095   28.8    
0    18  23.4032   0.133815    2.1579    28.8    
0    19  23.84     0.133461    2.15219   28.8    
0    20  24.2028   0.138237    2.2292    30.4    
0    21  24.7332   0.133667    2.15552   30.4    
0    22  25.1222   0.138532    2.23397   30.4    
0    23  25.4568   0.142381    2.29604   30.8    
0    24  25.7376   0.148372    2.39264   32      
0    25  25.8656   0.160511    2.58841   32      
0    26  26.1724   0.156564    2.52475   32      
0    27  26.2958   0.15544     2.50663   32      
0    28  26.4556   0.163078    2.6298    32.2    
0    29  26.6406   0.165222    2.66437   33.6    
0    30  26.8368   0.15802     2.54822   33.6    
0    31  26.8696   0.167096    2.69459   33.6    
0    32  27.0338   0.174322    2.81112   33.6    
0    33  27.1782   0.177026    2.85472   34.2    
0    34  27.321    0.177577    2.86361   34.2    
0    35  27.51     0.173564    2.7989    34.2    
0    36  27.5266   0.184935    2.98227   34.2    
0    37  27.7656   0.176398    2.84459   34.2    
0    38  27.8824   0.184995    2.98323   34.6    
0    39  28.0066   0.18752     3.02394   34.6    
0    40  28.2516   0.18448     2.97493   34.8    
0    41  28.35     0.190459    3.07135   34.8    
0    42  28.5254   0.177595    2.8639    34.8    
0    43  28.6998   0.188638    3.04197   35.2    
0    44  28.8654   0.186708    3.01085   35.2    
